"","taxon","spp","sppCorr","common.malin","common","taxLvl","species","genus","family","order","class","superclass","subphylum","phylum","kingdom"
"399","Hormathiidae","Hormathiidae","Hormathiidae","",NA,"Family",NA,NA,"Hormathiidae","Actiniaria","Anthozoa",NA,"Anthozoa","Cnidaria","Animalia"
"400","Hyas coarctatus","Hyas coarctatus","Hyas coarctatus","Arctic lyre crab","Arctic lyre crab","Species","Hyas coarctatus","Hyas","Oregoniidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"401","Hyas lyratus","Hyas lyratus","Hyas lyratus","Pacific lyre crab","Pacific lyre crab","Species","Hyas lyratus","Hyas","Oregoniidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"402","Hyascoarctatus",NA,NA,"Arctic lyre crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Hyaslyratus",NA,NA,"Pacific lyre crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Hydrolagus colliei","Hydrolagus colliei","Hydrolagus colliei","spotted ratfish","spotted ratfish","Species","Hydrolagus colliei","Hydrolagus","Chimaeridae","Chimaeriformes","Chondrichthyes","Chondrichthyes","Vertebrata","Chordata","Animalia"
"405","Hydrolaguscolliei",NA,NA,"spotted ratfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Hypsagonus quadricornis","Hypsagonus quadricornis","Hypsagonus quadricornis","","fourhorn poacher","Species","Hypsagonus quadricornis","Hypsagonus","Agonidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"407","ICELUS SPATULA","Icelus spatula","Icelus spatula","spatulate sculpin","spatulate sculpin","Species","Icelus spatula","Icelus","Cottidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"408","ILLEX ILLECEBROSUS","Illex illecebrosus","Illex illecebrosus","northern shortfin squid","northern shortfin squid","Species","Illex illecebrosus","Illex","Ommastrephidae","Teuthida","Cephalopoda",NA,NA,"Mollusca","Animalia"
"409","Icelinus filamentosus","Icelinus filamentosus","Icelinus filamentosus","threadfin sculpin","threadfin sculpin","Species","Icelinus filamentosus","Icelinus","Cottidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"410","Icelinus fimbriatus","Icelinus fimbriatus","Icelinus fimbriatus","","fringed sculpin","Species","Icelinus fimbriatus","Icelinus","Cottidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"411","Icelus spiniger","Icelus spiniger","Icelus spiniger","thorny sculpin","thorny sculpin","Species","Icelus spiniger","Icelus","Cottidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"412","Icelusspiniger",NA,NA,"thorny sculpin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Illex illecebrosus",NA,NA,"northern shortfin squid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Invertebrata","Invertebrata","Invertebrata","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Isopoda","Isopoda","Isopoda","","pill bugs, wood lice and sea slaters","Order",NA,NA,NA,"Isopoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"416","Isopsetta isolepis","Isopsetta isolepis","Isopsetta isolepis","butter sole","butter sole","Species","Isopsetta isolepis","Isopsetta","Pleuronectidae","Pleuronectiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"417","Isopsettaisolepis",NA,NA,"butter sole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","KATHETOSTOMA ALBIGUTTA","Kathetostoma albigutta","Kathetostoma albigutta","lancer stargazer","lancer stargazer","Species","Kathetostoma albigutta","Kathetostoma","Uranoscopidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"419","LAGOCEPHALUS LAEVIGATUS","Lagocephalus laevigatus","Lagocephalus laevigatus","smooth puffer","smooth puffer","Species","Lagocephalus laevigatus","Lagocephalus","Tetraodontidae","Tetraodontiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"420","LAGODO RHOMBOIDES","Lagodo rhomboides","Lagodon rhomboides","","pinfish","Species","Lagodon rhomboides","Lagodon","Sparidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"421","LAGODON RHOMBOIDES","Lagodon rhomboides","Lagodon rhomboides","pinfish","pinfish","Species","Lagodon rhomboides","Lagodon","Sparidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"422","LARIMUS FASCIATUS","Larimus fasciatus","Larimus fasciatus","banded drum","banded drum","Species","Larimus fasciatus","Larimus","Sciaenidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"423","LEBBEUS GROENLANDICUS","Lebbeus groenlandicus","Lebbeus groenlandicus","spiny lebbeid","spiny lebbeid","Species","Lebbeus groenlandicus","Lebbeus","Hippolytidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"424","LEBBEUS POLARIS","Lebbeus polaris","Lebbeus polaris","polar lebbeid","polar lebbeid","Species","Lebbeus polaris","Lebbeus","Hippolytidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"425","LEIOLAMBRUS ITIDUS","Leiolambrus itidus","Leiolambrus nitidus","","white elbow crab","Species","Leiolambrus nitidus","Leiolambrus","Parthenopidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"426","LEIOSTOMUS XANTHURUS","Leiostomus xanthurus","Leiostomus xanthurus","spot","spot croaker","Species","Leiostomus xanthurus","Leiostomus","Sciaenidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"427","LEIOSTOMUS XATHURUS","Leiostomus xathurus","Leiostomas xanthurus","spot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","LEPOPHIDIUM BREVIBARBE","Lepophidium brevibarbe","Lepophidium brevibarbe","blackedge cusk-eel","shortbeard cusk-eel","Species","Lepophidium brevibarbe","Lepophidium","Ophidiidae","Ophidiiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"429","LEPOPHIDIUM JEAAE","Lepophidium jeaae","Lepophidium","","Leopard cusk eel","Genus",NA,"Lepophidium","Ophidiidae","Ophidiiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"430","LEPOPHIDIUM JEANNAE",NA,NA,"mottled cusk-eel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","LEPOPHIDIUM PROFUNDORUM","Lepophidium profundorum","Lepophidium profundorum","fawn cusk-eel","blackrim cusk-eel","Species","Lepophidium profundorum","Lepophidium","Ophidiidae","Ophidiiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"432","LEUCORAJA ERINACEA","Leucoraja erinacea","Leucoraja erinacea","","little skate","Species","Leucoraja erinacea","Leucoraja","Rajidae","Rajiformes","Chondrichthyes","Chondrichthyes","Vertebrata","Chordata","Animalia"
"433","LEUCORAJA GARMANI","Leucoraja garmani","Leucoraja garmani","","rosette skate","Species","Leucoraja garmani","Leucoraja","Rajidae","Rajiformes","Chondrichthyes","Chondrichthyes","Vertebrata","Chordata","Animalia"
"434","LEUCORAJA OCELLATA","Leucoraja ocellata","Leucoraja ocellata","big skate","winter skate","Species","Leucoraja ocellata","Leucoraja","Rajidae","Rajiformes","Chondrichthyes","Chondrichthyes","Vertebrata","Chordata","Animalia"
"435","LIBIIA EMARGIATA","Libiia emargiata","Libinia emerginata","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","LIMANDA FERRUGINEA","Limanda ferruginea","Limanda ferruginea","rusty flounder","yellowtail flounder","Species","Limanda ferruginea","Limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"437","LIMANDA FERRUGINEA ",NA,NA,"rusty flounder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","LIPARIDAE","Liparidae","Liparidae","snailfishes","snailfishes","Family",NA,NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"439","LITHODES MAJA","Lithodes maja","Lithodes maja","Norway king crab","Norway king crab","Species","Lithodes maja","Lithodes","Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"440","LITHODIDAE","Lithodidae","Lithodidae","stone and king crabs","stone and king crabs","Family",NA,NA,"Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"441","LOLIGO","Loligo","Loligo","","Nordischer Kalmar","Genus",NA,"Loligo","Loliginidae","Teuthida","Cephalopoda",NA,NA,"Mollusca","Animalia"
"442","LOLIGO PEALEII","Loligo pealeii","Loligo pealeii","longfin inshore squid","longfin inshore squid","Species","Loligo pealeii","Loligo","Loliginidae","Teuthida","Cephalopoda",NA,NA,"Mollusca","Animalia"
"443","LOLIGO PLEII","Loligo pleii","Loligo pleii","slender inshore squid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","LOLLIGUCULA BREVIS","Lolligucula brevis","Lolliguncula brevis","","Atlantic brief squid","Species","Lolliguncula brevis","Lolliguncula","Loliginidae","Teuthida","Cephalopoda",NA,NA,"Mollusca","Animalia"
"445","LOLLIGUNCULA BREVIS","Lolliguncula brevis","Lolliguncula brevis","Atlantic brief squid","Atlantic brief squid","Species","Lolliguncula brevis","Lolliguncula","Loliginidae","Teuthida","Cephalopoda",NA,NA,"Mollusca","Animalia"
"446","LOPHIUS AMERICANUS","Lophius americanus","Lophius americanus","goosefish","American angler","Species","Lophius americanus","Lophius","Lophiidae","Lophiiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"447","LUIDIA CLATHRATA","Luidia clathrata","Luidia clathrata","","lined sea star","Species","Luidia clathrata","Luidia","Luidiidae","Paxillosida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"448","LUMPENUS LUMPRETAEFORMIS","Lumpenus lumpretaeformis","Lumpenus lumpretaeformis","snakeblenny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","LUMPENUS MACULATUS","Lumpenus maculatus","Lumpenus maculatus","daubed shanny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","LUTJANUS CAMPECHANUS","Lutjanus campechanus","Lutjanus campechanus","red snapper","northern red snapper","Species","Lutjanus campechanus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"451","LUTJANUS SYNAGRIS","Lutjanus synagris","Lutjanus synagris","lane snapper","lane snapper","Species","Lutjanus synagris","Lutjanus","Lutjanidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"452","LUTJAUS CAMPECHAUS","Lutjaus campechaus","Lutjanus campechianus","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","LUTJAUS SYAGRIS","Lutjaus syagris","Lutianus synagris","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","LYCENCHELYS  SP.","Lycenchelys","Lycenchelys","eelpouts","slipskin","Genus",NA,"Lycenchelys","Zoarcidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"455","LYCODES ESMARKI","Lycodes esmarki","Lycodes esmarki","Esmark's eelpout","Esmark's eelpout","Species","Lycodes esmarkii","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"456","LYCODES RETICULATUS","Lycodes reticulatus","Lycodes reticulatus","Arctic eelpout","Arctic eelpout","Species","Lycodes reticulatus","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"457","LYCODES VAHLII","Lycodes vahlii","Lycodes vahlii","Vahl's eelpout","Vahl's eelpout","Species","Lycodes vahlii","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"458","Labidochirus splendescens","Labidochirus splendescens","Labidochirus splendescens","","splendid hermit","Species","Labidochirus splendescens","Labidochirus","Paguridae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"459","Lamna ditropis","Lamna ditropis","Lamna ditropis","","tiburón salmón","Species","Lamna ditropis","Lamna","Lamnidae","Lamniformes","Chondrichthyes","Chondrichthyes","Vertebrata","Chordata","Animalia"
"460","Laqueus californianus","Laqueus californianus","Laqueus californianus","",NA,"Species","Laqueus californianus","Laqueus","Laqueidae","Terebratulida","Rhynchonellata",NA,"Rhynchonelliformea","Brachiopoda","Animalia"
"461","Lebbeus groenlandicus","Lebbeus groenlandicus","Lebbeus groenlandicus","spiny lebbeid","spiny lebbeid","Species","Lebbeus groenlandicus","Lebbeus","Hippolytidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"462","Lepidopsetta sp",NA,NA,"rock soles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Lepidopsetta sp.","Lepidopsetta","Lepidopsetta","rock soles","Pacifisk flynder","Genus",NA,"Lepidopsetta","Pleuronectidae","Pleuronectiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"464","Lepidopsettasp",NA,NA,"rock soles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Lepidopsettasp.",NA,NA,"rock soles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Lepophidium profundorum",NA,NA,"fawn cusk-eel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Leptagonus frenatus","Leptagonus frenatus","Leptagonus frenatus","sawback poacher","sawback poacher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Leptagonusfrenatus",NA,NA,"sawback poacher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Leptasterias arctica","Leptasterias arctica","Leptasterias arctica","",NA,"Species","Leptasterias arctica","Leptasterias","Asteriidae","Forcipulatida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"470","Leptasterias polaris","Leptasterias polaris","Leptasterias polaris","","grande astérie polaire","Species","Leptasterias polaris","Leptasterias","Asteriidae","Forcipulatida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"471","Leptasterias sp.","Leptasterias","Leptasterias","","six-rayed sea stars","Genus",NA,"Leptasterias","Asteriidae","Forcipulatida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"472","Leptocottus armatus","Leptocottus armatus","Leptocottus armatus","Pacific staghorn sculpin","Pacific staghorn sculpin","Species","Leptocottus armatus","Leptocottus","Cottidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"473","Lethasterias nanimensis","Lethasterias nanimensis","Lethasterias nanimensis","",NA,"Species","Lethasterias nanimensis","Lethasterias","Asteriidae","Forcipulatida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"474","Lethotremus muticus","Lethotremus muticus","Lethotremus muticus","","docked snailfish","Species","Lethotremus muticus","Lethotremus","Cyclopteridae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"475","Leucoraja ocellata",NA,NA,"big skate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Leuroglossus schmidti","Leuroglossus schmidti","Leuroglossus schmidti","northern smoothtongue","northern smooth-tongue","Species","Leuroglossus schmidti","Leuroglossus","Bathylagidae","Osmeriformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"477","Leuroglossusschmidti",NA,NA,"northern smoothtongue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Limanda aspera","Limanda aspera","Limanda aspera","yellowfin sole","yellowfin sole","Species","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"479","Limanda ferruginea",NA,NA,"rusty flounder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Limanda proboscidea","Limanda proboscidea","Limanda proboscidea","longhead dab","longhead dab","Species","Limanda proboscidea","Limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"481","Limanda sakhalinensis","Limanda sakhalinensis","Limanda sakhalinensis","","Sakhalin sole","Species","Limanda sakhalinensis","Limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"482","Limandaaspera",NA,NA,"yellowfin sole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Limandaproboscidea",NA,NA,"longhead dab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Liparidae","Liparidae","Liparidae","snailfishes","snailfishes","Family",NA,NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"485","Liparis sp.","Liparis","Liparis","","snailfishes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Liponema brevicornis","Liponema brevicornis","Liponema brevicornis","","tentacle shedding anemone","Species","Liponema brevicornis","Liponema","Liponematidae","Actiniaria","Anthozoa",NA,"Anthozoa","Cnidaria","Animalia"
"487","Lithodes aequispinus","Lithodes aequispinus","Lithodes aequispinus","golden king crab","golden king crab","Species","Lithodes aequispinus","Lithodes","Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"488","Lithodesaequispinus",NA,NA,"golden king crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Loligo opalescens","Loligo opalescens","Loligo opalescens","california market squid","california market squid","Species","Loligo opalescens","Loligo","Loliginidae","Teuthida","Cephalopoda",NA,NA,"Mollusca","Animalia"
"490","Lophius americanus",NA,NA,"goosefish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Lopholithodes foraminatus","Lopholithodes foraminatus","Lopholithodes foraminatus","brown box crab","brown box crab","Species","Lopholithodes foraminatus","Lopholithodes","Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"492","Lopholithodesforaminatus",NA,NA,"brown box crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Luidia foliolata","Luidia foliolata","Luidia foliolata","",NA,"Species","Luidia foliolata","Luidia","Luidiidae","Paxillosida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"494","Lumpenella longirostris","Lumpenella longirostris","Lumpenella longirostris","longsnout prickleback","longsnout prickleback","Species","Lumpenella longirostris","Lumpenella","Stichaeidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"495","Lumpenellalongirostris",NA,NA,"longsnout prickleback",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Lumpenus maculatus","Lumpenus maculatus","Lumpenus maculatus","daubed shanny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Lumpenus sagitta","Lumpenus sagitta","Lumpenus sagitta","","snake prickleback","Species","Lumpenus sagitta","Lumpenus","Stichaeidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"498","Lumpenusmaculatus",NA,NA,"daubed shanny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Lumpenussagitta",NA,NA,"snake prickleback",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Lycodes brevipes","Lycodes brevipes","Lycodes brevipes","shortfin eelpout","shortfin eelpout","Species","Lycodes brevipes","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"501","Lycodes concolor","Lycodes concolor","Lycodes concolor","ebony eelpout","ebony eelpout","Species","Lycodes concolor","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"502","Lycodes cortezianus","Lycodes cortezianus","Lycodes cortezianus","bigfin eelpout","bigfin eelpout","Species","Lycodes cortezianus","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"503","Lycodes diapterus","Lycodes diapterus","Lycodes diapterus","black eelpout","black eelpout","Species","Lycodes diapterus","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"504","Lycodes pacificus","Lycodes pacificus","Lycodes pacificus","","blackbelly eelpout","Species","Lycodes pacificus","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"505","Lycodes palearis","Lycodes palearis","Lycodes palearis","wattled eelpout","wattled eelpout","Species","Lycodes palearis","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
